branch_id,order date,member_code,menu_id
2,2023-04-12,OKJ016,7
15,2023-04-12,OKJ067,4
14,2023-04-12,OKJ006,38
4,2023-04-12,OKJ059,15
15,2023-04-12,OKJ017,30
8,2023-04-12,OKJ011,14
10,2023-04-12,OKJ010,16
2,2023-04-13,OKJ077,24
16,2023-04-13,OKJ035,27
8,2023-04-13,OKJ005,18
2,2023-04-13,OKJ076,33
2,2023-04-13,OKJ074,28
14,2023-04-13,OKJ033,13
4,2023-04-13,OKJ058,25
16,2023-04-13,OKJ055,39
19,2023-04-13,OKJ048,24
25,2023-04-13,OKJ004,9
23,2023-04-13,OKJ004,1
12,2023-04-13,OKJ036,32
22,2023-04-13,OKJ065,35
3,2023-04-13,OKJ042,27
19,2023-04-13,OKJ034,22
13,2023-04-13,OKJ008,27
3,2023-04-13,OKJ069,25
7,2023-04-13,OKJ071,15
22,2023-04-13,OKJ072,25
5,2023-04-13,OKJ053,33
14,2023-04-13,OKJ006,26
3,2023-04-13,OKJ085,34
2,2023-04-13,OKJ064,32
11,2023-04-13,OKJ005,20
7,2023-04-13,OKJ035,15
11,2023-04-13,OKJ078,23
12,2023-04-13,OKJ060,6
10,2023-04-13,OKJ013,6
20,2023-04-14,OKJ061,13
2,2023-04-14,OKJ047,39
10,2023-04-14,OKJ075,30
17,2023-04-14,OKJ020,8
16,2023-04-14,OKJ021,4
22,2023-04-14,OKJ075,9
4,2023-04-14,OKJ063,3
18,2023-04-14,OKJ046,3
13,2023-04-14,OKJ036,12
15,2023-04-14,OKJ015,30
2,2023-04-14,OKJ076,33
4,2023-04-14,OKJ059,36
14,2023-04-14,OKJ065,7
11,2023-04-14,OKJ005,37
2,2023-04-14,OKJ007,18
14,2023-04-14,OKJ049,16
2,2023-04-14,OKJ045,19
1,2023-04-14,OKJ007,9
2,2023-04-14,OKJ045,31
8,2023-04-14,OKJ042,3
14,2023-04-14,OKJ049,16
11,2023-04-14,OKJ062,6
27,2023-04-14,OKJ002,29
3,2023-04-14,OKJ014,38
3,2023-04-14,OKJ014,19
22,2023-04-14,OKJ069,24
9,2023-04-14,OKJ082,9
12,2023-04-15,OKJ043,13
11,2023-04-15,OKJ080,5
21,2023-04-15,OKJ048,38
7,2023-04-15,OKJ017,17
15,2023-04-15,OKJ067,9
17,2023-04-15,OKJ012,4
7,2023-04-15,OKJ066,17
6,2023-04-15,OKJ054,16
1,2023-04-15,OKJ019,12
13,2023-04-15,OKJ036,28
3,2023-04-15,OKJ034,33
25,2023-04-15,OKJ041,26
18,2023-04-15,OKJ046,18
4,2023-04-15,OKJ053,27
13,2023-04-15,OKJ008,35
19,2023-04-15,OKJ034,25
19,2023-04-15,OKJ057,8
2,2023-04-15,OKJ077,39
20,2023-04-15,OKJ040,39
18,2023-04-15,OKJ001,25
6,2023-04-15,OKJ058,18
8,2023-04-15,OKJ042,39
13,2023-04-15,OKJ050,24
9,2023-04-16,OKJ022,25
4,2023-04-16,OKJ053,20
10,2023-04-16,OKJ013,38
16,2023-04-16,OKJ055,37
12,2023-04-16,OKJ043,6
2,2023-04-16,OKJ025,37
27,2023-04-16,OKJ002,30
15,2023-04-16,OKJ051,37
3,2023-04-16,OKJ023,36
25,2023-04-16,OKJ004,34
3,2023-04-16,OKJ014,19
11,2023-04-16,OKJ044,31
16,2023-04-16,OKJ035,22
15,2023-04-16,OKJ051,4
11,2023-04-16,OKJ080,6
18,2023-04-16,OKJ060,14
1,2023-04-16,OKJ028,19
16,2023-04-16,OKJ021,4
13,2023-04-16,OKJ073,26
14,2023-04-16,OKJ027,14
18,2023-04-16,OKJ051,31
7,2023-04-16,OKJ017,2
11,2023-04-16,OKJ044,8
21,2023-04-16,OKJ021,7
17,2023-04-16,OKJ020,29
20,2023-04-16,OKJ040,32
11,2023-04-16,OKJ005,13
1,2023-04-16,OKJ026,17
23,2023-04-16,OKJ004,38
24,2023-04-16,OKJ079,23
8,2023-04-16,OKJ005,30
15,2023-04-16,OKJ015,5
23,2023-04-16,OKJ041,27
22,2023-04-16,OKJ024,27
18,2023-04-16,OKJ001,21
2,2023-04-16,OKJ037,23
18,2023-04-16,OKJ039,15
5,2023-04-16,OKJ053,31
8,2023-04-17,OKJ042,23
10,2023-04-17,OKJ080,26
11,2023-04-17,OKJ062,5
10,2023-04-17,OKJ024,33
10,2023-04-17,OKJ083,24
2,2023-04-17,OKJ016,23
1,2023-04-17,OKJ009,35
6,2023-04-17,OKJ030,14
13,2023-04-17,OKJ036,38
2,2023-04-17,OKJ045,10
9,2023-04-17,OKJ082,19
2,2023-04-17,OKJ064,15
11,2023-04-17,OKJ005,15
3,2023-04-17,OKJ042,15
7,2023-04-17,OKJ035,8
15,2023-04-17,OKJ044,1
11,2023-04-17,OKJ080,16
21,2023-04-17,OKJ021,20
2,2023-04-17,OKJ077,11
21,2023-04-17,OKJ010,7
10,2023-04-17,OKJ010,20
18,2023-04-17,OKJ039,9
11,2023-04-17,OKJ080,37
12,2023-04-17,OKJ036,31
15,2023-04-17,OKJ051,28
14,2023-04-17,OKJ033,3
5,2023-04-17,OKJ032,11
7,2023-04-17,OKJ029,4
18,2023-04-17,OKJ001,33
9,2023-04-17,OKJ071,36
7,2023-04-17,OKJ035,11
2,2023-04-17,OKJ045,9
22,2023-04-17,OKJ013,38
23,2023-04-18,OKJ004,35
18,2023-04-18,OKJ039,16
20,2023-04-18,OKJ022,22
18,2023-04-18,OKJ039,32
1,2023-04-18,OKJ028,4
1,2023-04-18,OKJ025,10
13,2023-04-18,OKJ050,4
2,2023-04-18,OKJ016,6
17,2023-04-18,OKJ012,30
5,2023-04-18,OKJ027,19
4,2023-04-18,OKJ083,26
2,2023-04-18,OKJ018,33
1,2023-04-18,OKJ009,18
2,2023-04-18,OKJ018,22
7,2023-04-18,OKJ006,24
19,2023-04-18,OKJ048,39
1,2023-04-18,OKJ009,39
15,2023-04-18,OKJ055,14
7,2023-04-18,OKJ066,37
11,2023-04-18,OKJ062,23
3,2023-04-18,OKJ072,14
2,2023-04-18,OKJ074,37
19,2023-04-18,OKJ084,32
7,2023-04-18,OKJ029,27
18,2023-04-18,OKJ051,21
10,2023-04-18,OKJ012,34
11,2023-04-18,OKJ044,26
11,2023-04-18,OKJ078,20
4,2023-04-19,OKJ059,17
11,2023-04-19,OKJ080,30
4,2023-04-19,OKJ058,37
21,2023-04-19,OKJ021,25
6,2023-04-19,OKJ052,3
1,2023-04-19,OKJ007,14
7,2023-04-19,OKJ006,34
16,2023-04-19,OKJ046,39
22,2023-04-19,OKJ065,31
2,2023-04-19,OKJ076,18
1,2023-04-19,OKJ019,17
2,2023-04-19,OKJ045,37
15,2023-04-19,OKJ067,18
20,2023-04-19,OKJ040,37
27,2023-04-19,OKJ079,13
2,2023-04-19,OKJ076,19
7,2023-04-19,OKJ038,27
13,2023-04-19,OKJ008,11
9,2023-04-19,OKJ081,12
11,2023-04-19,OKJ044,11
16,2023-04-19,OKJ059,23
3,2023-04-19,OKJ069,10
1,2023-04-19,OKJ037,11
2,2023-04-19,OKJ076,14
20,2023-04-19,OKJ022,39
7,2023-04-19,OKJ017,35
9,2023-04-19,OKJ071,6
9,2023-04-19,OKJ023,21
10,2023-04-20,OKJ080,16
8,2023-04-20,OKJ043,9
14,2023-04-20,OKJ084,30
3,2023-04-20,OKJ014,18
4,2023-04-20,OKJ032,23
1,2023-04-20,OKJ009,32
17,2023-04-20,OKJ008,12
13,2023-04-20,OKJ038,3
12,2023-04-20,OKJ063,13
4,2023-04-20,OKJ032,5
3,2023-04-20,OKJ023,5
10,2023-04-20,OKJ013,7
18,2023-04-20,OKJ001,33
22,2023-04-20,OKJ072,35
4,2023-04-20,OKJ085,14
14,2023-04-20,OKJ065,17
27,2023-04-20,OKJ079,13
10,2023-04-20,OKJ062,9
21,2023-04-20,OKJ021,6
7,2023-04-20,OKJ029,7
14,2023-04-20,OKJ027,12
1,2023-04-20,OKJ026,30
17,2023-04-20,OKJ012,4
2,2023-04-21,OKJ074,13
14,2023-04-21,OKJ084,39
18,2023-04-21,OKJ046,7
2,2023-04-21,OKJ077,7
14,2023-04-21,OKJ056,16
21,2023-04-21,OKJ048,34
15,2023-04-21,OKJ051,19
22,2023-04-21,OKJ013,37
1,2023-04-21,OKJ009,34
19,2023-04-21,OKJ048,8
7,2023-04-21,OKJ066,3
6,2023-04-21,OKJ058,19
5,2023-04-21,OKJ032,3
2,2023-04-21,OKJ076,37
11,2023-04-21,OKJ080,36
2,2023-04-21,OKJ076,23
4,2023-04-21,OKJ056,35
2,2023-04-21,OKJ047,2
7,2023-04-21,OKJ006,39
8,2023-04-21,OKJ068,7
19,2023-04-21,OKJ084,26
10,2023-04-21,OKJ024,29
22,2023-04-21,OKJ069,35
19,2023-04-21,OKJ057,37
21,2023-04-22,OKJ010,34
3,2023-04-22,OKJ040,16
10,2023-04-22,OKJ024,26
2,2023-04-22,OKJ045,37
11,2023-04-22,OKJ080,36
8,2023-04-22,OKJ070,32
12,2023-04-22,OKJ050,2
7,2023-04-22,OKJ017,14
1,2023-04-22,OKJ025,29
4,2023-04-22,OKJ063,32
14,2023-04-22,OKJ078,19
12,2023-04-22,OKJ029,9
2,2023-04-22,OKJ007,39
16,2023-04-22,OKJ055,19
6,2023-04-22,OKJ054,18
15,2023-04-22,OKJ039,39
15,2023-04-22,OKJ030,22
9,2023-04-22,OKJ081,16
13,2023-04-22,OKJ008,28
6,2023-04-22,OKJ081,37
8,2023-04-22,OKJ005,1
17,2023-04-22,OKJ012,33
7,2023-04-22,OKJ035,4
4,2023-04-22,OKJ059,17
10,2023-04-22,OKJ062,15
16,2023-04-23,OKJ055,33
4,2023-04-23,OKJ056,12
2,2023-04-23,OKJ076,3
8,2023-04-23,OKJ068,26
19,2023-04-23,OKJ057,20
21,2023-04-23,OKJ048,29
8,2023-04-23,OKJ068,30
14,2023-04-23,OKJ084,21
18,2023-04-23,OKJ039,21
9,2023-04-23,OKJ071,11
1,2023-04-23,OKJ026,23
2,2023-04-23,OKJ077,11
3,2023-04-23,OKJ034,36
9,2023-04-23,OKJ022,34
22,2023-04-23,OKJ072,27
22,2023-04-23,OKJ024,2
12,2023-04-23,OKJ050,25
8,2023-04-23,OKJ068,18
1,2023-04-23,OKJ009,2
10,2023-04-23,OKJ010,37
23,2023-04-24,OKJ041,16
18,2023-04-24,OKJ052,13
4,2023-04-24,OKJ032,34
13,2023-04-24,OKJ073,31
4,2023-04-24,OKJ085,4
15,2023-04-24,OKJ044,37
2,2023-04-24,OKJ037,22
12,2023-04-24,OKJ003,4
13,2023-04-24,OKJ031,24
2,2023-04-24,OKJ007,4
2,2023-04-24,OKJ018,38
14,2023-04-24,OKJ056,30
18,2023-04-24,OKJ046,7
13,2023-04-24,OKJ008,8
2,2023-04-24,OKJ016,25
2,2023-04-24,OKJ025,39
2,2023-04-24,OKJ016,7
2,2023-04-24,OKJ074,21
9,2023-04-24,OKJ082,28
14,2023-04-24,OKJ011,17
15,2023-04-24,OKJ055,33
7,2023-04-24,OKJ017,15
8,2023-04-24,OKJ005,15
15,2023-04-24,OKJ039,30
27,2023-04-24,OKJ079,6
3,2023-04-25,OKJ042,7
6,2023-04-25,OKJ061,13
3,2023-04-25,OKJ034,30
15,2023-04-25,OKJ030,17
4,2023-04-25,OKJ053,10
14,2023-04-25,OKJ078,4
4,2023-04-25,OKJ032,34
3,2023-04-25,OKJ066,33
13,2023-04-25,OKJ036,20
2,2023-04-25,OKJ047,26
18,2023-04-25,OKJ051,6
7,2023-04-25,OKJ035,22
12,2023-04-25,OKJ043,15
2,2023-04-25,OKJ045,13
1,2023-04-25,OKJ028,21
22,2023-04-25,OKJ069,4
14,2023-04-25,OKJ033,6
2,2023-04-25,OKJ074,12
13,2023-04-25,OKJ031,18
8,2023-04-25,OKJ011,34
15,2023-04-25,OKJ039,25
17,2023-04-25,OKJ008,6
13,2023-04-25,OKJ008,20
12,2023-04-25,OKJ060,4
1,2023-04-25,OKJ028,4
6,2023-04-25,OKJ015,34
10,2023-04-25,OKJ075,24
3,2023-04-26,OKJ023,5
2,2023-04-26,OKJ016,26
15,2023-04-26,OKJ030,7
3,2023-04-26,OKJ085,35
7,2023-04-26,OKJ038,5
16,2023-04-26,OKJ035,7
10,2023-04-26,OKJ012,5
14,2023-04-26,OKJ049,7
12,2023-04-26,OKJ060,38
10,2023-04-26,OKJ075,15
6,2023-04-26,OKJ030,17
15,2023-04-26,OKJ051,18
2,2023-04-26,OKJ016,6
27,2023-04-26,OKJ079,23
2,2023-04-26,OKJ074,30
20,2023-04-26,OKJ061,36
4,2023-04-26,OKJ058,15
8,2023-04-26,OKJ068,22
1,2023-04-26,OKJ028,27
1,2023-04-26,OKJ019,14
2,2023-04-26,OKJ045,15
22,2023-04-26,OKJ024,22
6,2023-04-26,OKJ030,26
1,2023-04-26,OKJ019,4
7,2023-04-27,OKJ006,15
15,2023-04-27,OKJ017,10
2,2023-04-27,OKJ047,26
7,2023-04-27,OKJ066,14
22,2023-04-27,OKJ075,34
1,2023-04-27,OKJ026,18
8,2023-04-27,OKJ068,27
12,2023-04-27,OKJ003,30
21,2023-04-27,OKJ021,11
5,2023-04-27,OKJ053,28
11,2023-04-27,OKJ062,39
2,2023-04-27,OKJ016,16
13,2023-04-27,OKJ036,10
7,2023-04-27,OKJ017,17
18,2023-04-27,OKJ060,21
4,2023-04-27,OKJ063,37
12,2023-04-27,OKJ003,16
12,2023-04-27,OKJ043,3
4,2023-04-27,OKJ063,37
15,2023-04-27,OKJ030,13
9,2023-04-27,OKJ071,29
12,2023-04-27,OKJ050,37
1,2023-04-27,OKJ026,39
14,2023-04-27,OKJ020,37
13,2023-04-27,OKJ073,7
5,2023-04-28,OKJ027,27
4,2023-04-28,OKJ082,4
3,2023-04-28,OKJ034,1
17,2023-04-28,OKJ070,1
12,2023-04-28,OKJ003,14
4,2023-04-28,OKJ085,14
23,2023-04-28,OKJ041,29
1,2023-04-28,OKJ009,5
6,2023-04-28,OKJ081,32
16,2023-04-28,OKJ059,16
15,2023-04-28,OKJ073,38
16,2023-04-28,OKJ021,30
22,2023-04-28,OKJ075,28
22,2023-04-28,OKJ072,16
2,2023-04-28,OKJ018,27
1,2023-04-28,OKJ064,33
3,2023-04-28,OKJ042,5
3,2023-04-28,OKJ042,22
27,2023-04-28,OKJ002,26
18,2023-04-28,OKJ046,16
16,2023-04-28,OKJ035,16
7,2023-04-28,OKJ006,19
2,2023-04-28,OKJ045,22
14,2023-04-28,OKJ084,26
8,2023-04-28,OKJ011,11
7,2023-04-28,OKJ038,32
2,2023-04-29,OKJ076,36
8,2023-04-29,OKJ042,12
17,2023-04-29,OKJ070,2
7,2023-04-29,OKJ017,39
1,2023-04-29,OKJ028,24
1,2023-04-29,OKJ064,14
11,2023-04-29,OKJ078,13
2,2023-04-29,OKJ047,1
14,2023-04-29,OKJ084,27
20,2023-04-29,OKJ040,32
14,2023-04-29,OKJ056,15
5,2023-04-29,OKJ027,9
2,2023-04-29,OKJ047,18
15,2023-04-29,OKJ017,5
19,2023-04-29,OKJ034,26
22,2023-04-29,OKJ075,31
12,2023-04-29,OKJ029,16
2,2023-04-29,OKJ007,11
16,2023-04-29,OKJ021,38
1,2023-04-29,OKJ009,12
9,2023-04-29,OKJ071,36
2,2023-04-29,OKJ077,15
11,2023-04-29,OKJ044,4
15,2023-04-30,OKJ055,37
13,2023-04-30,OKJ073,22
22,2023-04-30,OKJ069,1
8,2023-04-30,OKJ033,10
18,2023-04-30,OKJ039,33
17,2023-04-30,OKJ070,37
11,2023-04-30,OKJ078,13
14,2023-04-30,OKJ033,5
15,2023-04-30,OKJ067,22
17,2023-04-30,OKJ012,31
22,2023-04-30,OKJ069,36
12,2023-04-30,OKJ063,18
5,2023-04-30,OKJ032,9
22,2023-04-30,OKJ013,18
4,2023-04-30,OKJ063,18
11,2023-05-01,OKJ044,21
22,2023-05-01,OKJ013,36
9,2023-05-01,OKJ023,20
4,2023-05-01,OKJ058,30
1,2023-05-01,OKJ009,38
12,2023-05-01,OKJ029,30
2,2023-05-01,OKJ074,29
5,2023-05-01,OKJ053,32
25,2023-05-01,OKJ041,34
6,2023-05-01,OKJ015,6
17,2023-05-01,OKJ020,12
16,2023-05-01,OKJ046,25
7,2023-05-01,OKJ029,36
11,2023-05-01,OKJ062,12
10,2023-05-01,OKJ080,17
5,2023-05-01,OKJ027,30
8,2023-05-01,OKJ011,25
10,2023-05-01,OKJ031,22
20,2023-05-01,OKJ022,12
14,2023-05-01,OKJ003,14
8,2023-05-01,OKJ011,36
18,2023-05-01,OKJ001,10
10,2023-05-01,OKJ031,22
3,2023-05-01,OKJ069,3
2,2023-05-01,OKJ047,14
18,2023-05-01,OKJ052,8
15,2023-05-01,OKJ073,22
7,2023-05-01,OKJ029,39
7,2023-05-01,OKJ017,16
2,2023-05-01,OKJ047,3
8,2023-05-01,OKJ070,20
27,2023-05-01,OKJ002,20
2,2023-05-01,OKJ077,15
7,2023-05-01,OKJ071,24
4,2023-05-01,OKJ085,17
4,2023-05-01,OKJ032,17
14,2023-05-01,OKJ020,10
10,2023-05-01,OKJ083,3
2,2023-05-01,OKJ074,18
6,2023-05-01,OKJ015,4
18,2023-05-01,OKJ039,11
16,2023-05-01,OKJ035,4
2,2023-05-01,OKJ074,10
17,2023-05-01,OKJ012,12
8,2023-05-01,OKJ070,37
11,2023-05-01,OKJ062,13
14,2023-05-01,OKJ056,28
20,2023-05-01,OKJ040,21
2,2023-05-01,OKJ074,13
1,2023-05-01,OKJ019,36
20,2023-05-01,OKJ040,11
6,2023-05-01,OKJ052,39
2,2023-05-01,OKJ045,25
17,2023-05-01,OKJ012,30
6,2023-05-01,OKJ054,1
3,2023-05-01,OKJ034,24
9,2023-05-01,OKJ082,1
3,2023-05-01,OKJ069,18
2,2023-05-01,OKJ047,33
10,2023-05-01,OKJ010,37
7,2023-05-01,OKJ006,11
7,2023-05-01,OKJ006,17
8,2023-05-01,OKJ011,24
23,2023-05-01,OKJ004,16
2,2023-05-01,OKJ074,34
4,2023-05-01,OKJ063,16
14,2023-05-01,OKJ006,26
13,2023-05-01,OKJ038,36
22,2023-05-01,OKJ013,7
2,2023-05-01,OKJ077,25
16,2023-05-01,OKJ021,4
16,2023-05-01,OKJ035,9
15,2023-05-01,OKJ051,35
3,2023-05-02,OKJ069,36
17,2023-05-02,OKJ008,15
8,2023-05-02,OKJ070,18
15,2023-05-02,OKJ044,15
2,2023-05-02,OKJ076,38
15,2023-05-02,OKJ039,5
1,2023-05-02,OKJ028,27
22,2023-05-02,OKJ024,16
10,2023-05-02,OKJ080,15
18,2023-05-02,OKJ060,15
7,2023-05-02,OKJ029,38
15,2023-05-02,OKJ017,21
11,2023-05-02,OKJ044,20
15,2023-05-02,OKJ073,30
2,2023-05-02,OKJ047,36
9,2023-05-02,OKJ023,33
2,2023-05-02,OKJ016,23
21,2023-05-02,OKJ048,28
2,2023-05-02,OKJ076,37
14,2023-05-02,OKJ003,4
4,2023-05-02,OKJ063,34
16,2023-05-02,OKJ035,11
8,2023-05-02,OKJ068,21
1,2023-05-02,OKJ007,28
3,2023-05-03,OKJ066,31
22,2023-05-03,OKJ065,15
22,2023-05-03,OKJ069,25
22,2023-05-03,OKJ024,28
21,2023-05-03,OKJ048,2
5,2023-05-03,OKJ053,11
12,2023-05-03,OKJ036,6
15,2023-05-03,OKJ015,12
4,2023-05-03,OKJ056,17
25,2023-05-03,OKJ002,30
2,2023-05-03,OKJ018,1
2,2023-05-03,OKJ007,27
6,2023-05-03,OKJ061,36
9,2023-05-03,OKJ022,15
19,2023-05-03,OKJ034,35
21,2023-05-03,OKJ054,9
13,2023-05-03,OKJ031,34
1,2023-05-03,OKJ009,26
10,2023-05-03,OKJ075,4
14,2023-05-03,OKJ006,7
7,2023-05-03,OKJ038,7
2,2023-05-03,OKJ045,1
1,2023-05-03,OKJ037,39
7,2023-05-03,OKJ006,10
3,2023-05-03,OKJ085,13
4,2023-05-03,OKJ053,14
22,2023-05-03,OKJ075,6
17,2023-05-03,OKJ012,3
2,2023-05-03,OKJ077,5
15,2023-05-03,OKJ030,21
22,2023-05-03,OKJ072,38
6,2023-05-04,OKJ015,24
13,2023-05-04,OKJ031,31
1,2023-05-04,OKJ037,26
4,2023-05-04,OKJ053,29
7,2023-05-04,OKJ006,34
2,2023-05-04,OKJ037,9
1,2023-05-04,OKJ028,12
2,2023-05-04,OKJ037,7
19,2023-05-04,OKJ034,4
7,2023-05-04,OKJ006,38
15,2023-05-04,OKJ015,27
8,2023-05-04,OKJ033,39
18,2023-05-04,OKJ052,10
8,2023-05-04,OKJ068,19
7,2023-05-04,OKJ038,36
14,2023-05-04,OKJ020,1
22,2023-05-04,OKJ065,39
12,2023-05-04,OKJ050,10
19,2023-05-04,OKJ034,38
2,2023-05-04,OKJ074,39
8,2023-05-04,OKJ005,35
18,2023-05-04,OKJ039,12
21,2023-05-04,OKJ014,4
10,2023-05-04,OKJ075,11
7,2023-05-04,OKJ035,22
10,2023-05-04,OKJ062,33
5,2023-05-04,OKJ053,8
6,2023-05-05,OKJ081,1
3,2023-05-05,OKJ066,28
2,2023-05-05,OKJ016,1
3,2023-05-05,OKJ023,32
25,2023-05-05,OKJ004,13
22,2023-05-05,OKJ075,8
10,2023-05-05,OKJ024,19
3,2023-05-05,OKJ034,6
2,2023-05-05,OKJ025,15
7,2023-05-05,OKJ071,11
7,2023-05-05,OKJ017,27
3,2023-05-05,OKJ014,37
8,2023-05-05,OKJ070,36
11,2023-05-05,OKJ005,28
13,2023-05-05,OKJ073,29
4,2023-05-05,OKJ053,13
3,2023-05-05,OKJ072,25
3,2023-05-05,OKJ085,28
12,2023-05-05,OKJ063,3
3,2023-05-05,OKJ042,35
22,2023-05-05,OKJ068,5
12,2023-05-05,OKJ029,5
6,2023-05-05,OKJ081,7
2,2023-05-05,OKJ077,29
7,2023-05-05,OKJ006,17
2,2023-05-05,OKJ047,27
11,2023-05-05,OKJ044,8
16,2023-05-05,OKJ055,23
13,2023-05-05,OKJ050,37
11,2023-05-06,OKJ005,12
14,2023-05-06,OKJ065,2
21,2023-05-06,OKJ048,24
9,2023-05-06,OKJ081,16
10,2023-05-06,OKJ031,5
2,2023-05-06,OKJ074,11
2,2023-05-06,OKJ074,23
9,2023-05-06,OKJ081,11
2,2023-05-06,OKJ016,8
15,2023-05-06,OKJ030,30
14,2023-05-06,OKJ056,31
3,2023-05-06,OKJ040,9
1,2023-05-06,OKJ028,16
17,2023-05-06,OKJ012,5
1,2023-05-06,OKJ007,25
1,2023-05-06,OKJ028,30
7,2023-05-06,OKJ071,14
2,2023-05-06,OKJ018,26
14,2023-05-06,OKJ003,7
3,2023-05-06,OKJ066,33
2,2023-05-06,OKJ047,23
25,2023-05-06,OKJ002,7
13,2023-05-06,OKJ050,10
3,2023-05-06,OKJ042,34
1,2023-05-06,OKJ009,13
20,2023-05-06,OKJ022,12
8,2023-05-06,OKJ011,7
18,2023-05-06,OKJ060,7
1,2023-05-06,OKJ026,19
24,2023-05-06,OKJ079,36
10,2023-05-07,OKJ024,12
10,2023-05-07,OKJ012,32
2,2023-05-07,OKJ016,7
4,2023-05-07,OKJ058,32
1,2023-05-07,OKJ019,2
17,2023-05-07,OKJ020,11
8,2023-05-07,OKJ042,18
22,2023-05-07,OKJ072,13
18,2023-05-07,OKJ001,25
2,2023-05-07,OKJ074,31
10,2023-05-07,OKJ031,34
11,2023-05-07,OKJ080,4
2,2023-05-07,OKJ076,10
8,2023-05-07,OKJ068,31
4,2023-05-07,OKJ085,13
7,2023-05-07,OKJ006,6
8,2023-05-07,OKJ033,14
4,2023-05-07,OKJ056,15
13,2023-05-07,OKJ050,5
15,2023-05-07,OKJ067,25
6,2023-05-07,OKJ061,29
1,2023-05-07,OKJ028,22
2,2023-05-07,OKJ016,12
16,2023-05-07,OKJ055,27
17,2023-05-07,OKJ012,14
27,2023-05-07,OKJ079,20
2,2023-05-07,OKJ045,26
1,2023-05-08,OKJ064,23
18,2023-05-08,OKJ001,24
13,2023-05-08,OKJ050,19
12,2023-05-08,OKJ050,21
17,2023-05-08,OKJ020,2
17,2023-05-08,OKJ020,21
2,2023-05-08,OKJ045,24
2,2023-05-08,OKJ077,27
2,2023-05-08,OKJ074,30
15,2023-05-08,OKJ015,3
22,2023-05-08,OKJ024,37
10,2023-05-08,OKJ012,24
8,2023-05-08,OKJ011,20
12,2023-05-08,OKJ063,27
1,2023-05-08,OKJ007,25
3,2023-05-08,OKJ066,30
16,2023-05-08,OKJ046,10
7,2023-05-08,OKJ017,22
17,2023-05-08,OKJ008,7
21,2023-05-08,OKJ010,15
16,2023-05-08,OKJ021,5
3,2023-05-08,OKJ069,31
2,2023-05-08,OKJ047,39
15,2023-05-08,OKJ055,38
17,2023-05-08,OKJ067,3
3,2023-05-08,OKJ023,29
19,2023-05-08,OKJ057,33
10,2023-05-08,OKJ031,25
3,2023-05-09,OKJ069,12
15,2023-05-09,OKJ055,33
15,2023-05-09,OKJ049,34
2,2023-05-09,OKJ016,33
1,2023-05-09,OKJ019,21
15,2023-05-09,OKJ044,37
14,2023-05-09,OKJ027,8
1,2023-05-09,OKJ007,18
24,2023-05-09,OKJ079,3
18,2023-05-09,OKJ046,7
21,2023-05-09,OKJ021,5
3,2023-05-09,OKJ042,26
6,2023-05-09,OKJ061,8
12,2023-05-09,OKJ036,5
18,2023-05-09,OKJ039,14
8,2023-05-09,OKJ042,12
14,2023-05-09,OKJ006,32
2,2023-05-09,OKJ047,3
6,2023-05-09,OKJ030,34
2,2023-05-09,OKJ025,21
3,2023-05-09,OKJ040,2
6,2023-05-10,OKJ081,34
4,2023-05-10,OKJ082,2
15,2023-05-10,OKJ015,25
15,2023-05-10,OKJ017,39
14,2023-05-10,OKJ078,30
19,2023-05-10,OKJ057,14
13,2023-05-10,OKJ008,29
18,2023-05-10,OKJ039,4
14,2023-05-10,OKJ020,20
24,2023-05-10,OKJ079,16
22,2023-05-10,OKJ024,27
3,2023-05-10,OKJ069,23
3,2023-05-10,OKJ085,19
8,2023-05-10,OKJ033,15
18,2023-05-10,OKJ039,22
9,2023-05-10,OKJ071,5
14,2023-05-10,OKJ011,21
27,2023-05-10,OKJ079,3
1,2023-05-10,OKJ009,19
12,2023-05-10,OKJ036,26
11,2023-05-10,OKJ078,2
10,2023-05-10,OKJ010,27
2,2023-05-10,OKJ077,19
7,2023-05-10,OKJ071,31
5,2023-05-10,OKJ053,28
3,2023-05-10,OKJ042,2
3,2023-05-10,OKJ069,39
2,2023-05-10,OKJ007,14
2,2023-05-10,OKJ047,20
17,2023-05-10,OKJ067,11
18,2023-05-10,OKJ052,20
2,2023-05-10,OKJ074,19
2,2023-05-11,OKJ047,28
2,2023-05-11,OKJ076,34
4,2023-05-11,OKJ085,6
8,2023-05-11,OKJ042,11
1,2023-05-11,OKJ037,37
21,2023-05-11,OKJ021,3
7,2023-05-11,OKJ035,1
18,2023-05-11,OKJ052,19
12,2023-05-11,OKJ063,20
15,2023-05-11,OKJ017,9
16,2023-05-11,OKJ059,23
1,2023-05-11,OKJ019,12
15,2023-05-11,OKJ039,7
14,2023-05-11,OKJ011,15
2,2023-05-11,OKJ025,21
15,2023-05-11,OKJ073,20
2,2023-05-11,OKJ074,9
14,2023-05-11,OKJ078,26
21,2023-05-11,OKJ014,14
6,2023-05-11,OKJ052,12
11,2023-05-11,OKJ044,30
11,2023-05-11,OKJ080,35
8,2023-05-11,OKJ033,21
8,2023-05-11,OKJ005,18
2,2023-05-11,OKJ025,8
12,2023-05-11,OKJ043,20
25,2023-05-11,OKJ002,32
15,2023-05-11,OKJ030,1
2,2023-05-11,OKJ074,39
6,2023-05-12,OKJ081,35
6,2023-05-12,OKJ015,20
